country,age,gender,O_score,C_score,E_score,A_score,N_score,N_proxy,J_proxy,T_proxy,Impulsivity_Index,Emotional_Reactivity,Creative_Divergence,Social_Adaptability,cluster_kmeans,cluster_gmm,cluster_best
US,25,2,3.6,4.1,3.5,3.7,3.2,0.03711159242670786,1.0985787236441016,0.7839035946405893,-1.286162701551711,0.04703025491092919,-0.4442378779631483,0.543645878062294,1,0,2
AU,38,2,3.8,3.1,3.4,3.9,3.5,0.357763041389195,-0.0656327568317883,-0.2794057218988804,1.0477991847376076,0.7355770844228331,0.3685143386621926,0.3707052237618105,0,1,1
US,17,2,3.8,3.6,4.2,4.1,3.6,0.6172637942502062,0.6201915504148219,0.044811802353524666,0.5410394053600893,0.8959469829210249,0.2143446896853175,1.329345471994232,1,0,2
US,26,2,3.5,3.8,3.6,4.3,3.5,-0.10699533500072297,0.9360087001169318,0.09152395844755407,-0.03138835810051721,0.5281399504055029,-0.6039425479128193,0.9326844078415368,1,0,2
GR,24,1,3.5,2.6,2.6,3.2,3.2,-0.43137127607698666,-0.9243213424261738,-0.25789468945573485,1.026382033101414,0.3063266724325921,-0.23393539036831928,-0.8616426410359354,0,2,0
US,34,1,3.3,2.9,3.5,3.3,3.1,-0.4925219721784637,-0.5197413292121189,-0.049535032636469856,0.2997846206639323,-0.009621076578597038,-0.8308500984260363,0.2771438610188003,0,2,0
AE,31,1,3.9,4.3,3.9,3.9,3.5,0.6964955334623841,1.4143958733462116,0.8306157507346195,-0.8022366029848923,0.7355770844228331,0.25071364045348854,0.9113317922222499,1,0,2
PH,21,1,3.7,3.0,2.1,3.5,2.4,-0.24047020354500415,-0.3272598986915086,-0.09532466592856514,-1.7030042868609387,-1.9619589021352581,0.14714180912177272,-0.5091604747582564,1,0,2
US,23,2,3.8,3.8,4.2,4.1,3.2,0.6172637942502062,0.8668629887778216,0.22981538112577443,-0.8236537546210861,-0.16040687910640083,0.15267683009456756,1.6462516306024597,1,0,2
US,28,1,3.9,2.5,3.4,1.8,3.5,0.5343075629242522,-1.5316770409814449,0.6176434799056817,1.9728170785988581,1.8246220380138172,0.8057243767702387,-1.4443696988898298,0,1,1
CN,19,2,3.7,3.6,3.7,3.7,2.6,0.2785313021770178,0.48190012773660185,0.32139464770996473,-2.0998452497084754,-1.5375005381302098,-0.037861769650477356,1.2352557433588118,1,0,2
US,16,2,3.9,3.6,4.5,4.4,3.1,0.8911210981081423,0.7239101174234872,-0.16262533166380616,-0.7794029221741932,-0.5800731951262557,0.4665511490211135,2.309150528852444,1,0,2
AU,16,1,3.1,2.7,3.7,3.1,3.2,-0.7807358270333246,-0.8355584789142287,-0.09624718873049964,0.8722123841245387,0.3581859559369247,-1.2735951575068771,0.2413036704031442,0,2,0
PH,27,2,4.5,4.5,4.0,4.2,2.7,1.788200256780353,1.7647858787178774,0.8081821954895394,-3.2232836249934937,-1.532708490145016,1.7022845368775132,1.9125658406524564,1,0,2
CA,54,2,3.6,3.9,1.6,3.7,2.6,-0.5792026956181932,0.8519072852811017,0.5989000158683396,-2.5623541966391006,-1.5375005381302098,-0.38257001837239835,-1.0353758441750345,1,0,2
IN,19,1,3.2,3.2,3.3,3.4,3.0,-0.733941681928773,-0.11516131599806344,0.15882462418279525,-0.42681279177354986,-0.32556882558978634,-1.1755583471479563,0.226551912460569,0,2,0
US,41,2,3.5,3.3,1.9,4.1,3.4,-0.6584344348303715,0.25018439287032146,-0.23269356580485062,0.47537142127700127,0.3677700519073114,-0.44977289893594424,-0.9990836636196763,0,2,0
ID,19,2,2.8,4.4,2.9,3.6,3.1,-1.5698701444995071,1.4340130255190473,1.1305546741380752,-2.0127601139891937,-0.1651989270915949,-2.5543913420356406,-0.1123116036120642,1,2,0
ES,26,1,3.4,2.8,2.6,3.4,2.5,-0.6079157976120438,-0.6085041927240641,-0.21118253336170517,-1.1305765234003315,-1.6460111531240686,-0.5478097092948652,-0.13419258512376142,1,2,0
PH,26,2,4.0,4.2,3.3,4.0,2.8,0.6784144903516831,1.3256330098342672,0.6689682500093848,-2.4966862125560136,-1.1649014576294954,0.5337540295846595,0.9035978268080089,1,0,2
CN,21,2,2.7,3.8,2.0,3.5,2.8,-2.0383530130032006,0.6594258547604914,0.6446896491604348,-1.8800076166485131,-0.9056050401078325,-2.6215942225991853,-0.9341919470585718,0,2,0
US,18,2,3.8,3.3,2.9,3.9,3.7,0.19557507085106318,0.18103868153121144,-0.09440214312663063,1.2676368177975714,1.2637540154365465,0.30684647907144263,-0.3283744240027432,0,1,1
DK,25,1,4.1,3.7,3.8,4.6,2.2,1.0171469824248713,0.9163915479440974,-0.20841496495590084,-3.3103687607127763,-3.0605879516966286,0.9401301378973294,2.4381764682241154,1,0,2
US,39,2,3.9,3.9,2.8,2.6,3.1,0.33968199827849394,0.4716058729159961,1.359502840598551,-1.241911869104818,0.35339390795173087,0.37404935963498853,-1.0847583090430286,1,0,2
PH,38,1,3.2,2.6,2.6,3.7,3.0,-0.9610048406821574,-0.7514570640783985,-0.6036232461512855,0.49820510208770047,-0.4811466761027842,-0.9905547683757061,-0.27102886586238306,0,2,0
ID,19,1,3.2,3.8,3.1,3.3,3.0,-0.7988168701440256,0.5902801434213814,0.7829810718386552,-1.3518306856347995,-0.2737095420854537,-1.3605619259202062,-0.07613085409749426,1,2,0
SG,26,1,4.1,2.3,3.5,3.5,3.5,0.9198342001019922,-1.190609932962009,-0.7428371916314405,2.2811563765526084,0.9430142184401633,1.3718051550325796,0.133101980758348,0,1,1
GB,42,2,4.1,4.5,3.1,4.5,3.0,0.7900838236714868,1.8685044457265425,0.6007450614722092,-2.431018228472925,-0.8960209441374447,0.6934586995343293,0.9610548159891574,1,0,2
US,23,1,4.2,3.1,2.9,2.7,3.3,0.9017531569912919,-0.4805070248664489,0.5503428141704407,0.5196222537238943,0.8297115554611105,1.3773401760053765,-1.0486539354811666,0,1,1
PH,16,2,3.4,3.3,2.5,4.0,3.1,-0.6403533917196703,0.2156115372007665,-0.16354785446574077,-0.31689397524356766,-0.37263606110892517,-0.7019793582717403,-0.19908430168486535,0,2,0
GB,25,2,4.0,3.3,4.1,4.5,2.9,0.937915243212694,0.38847581554854177,-0.5092764111612913,-0.8450709062572811,-1.1601094096443014,0.8112593977430346,2.1215344925620934,1,0,2
EG,33,1,3.1,2.6,4.4,3.5,3.0,-0.55367266827994,-0.8206027754175087,-0.4653318234730651,0.49820510208770047,-0.37742810909411895,-1.242761227711502,1.5023625022474243,0,2,1
US,25,2,3.5,3.4,5.0,4.5,3.0,0.34713098250604624,0.5118115347300419,-0.4167746217751662,-0.7351520897272995,-0.8960209441374447,-0.4806068287313193,3.0154357761388275,1,0,2
US,20,2,4.0,2.7,1.5,2.4,2.9,0.0945377964144084,-1.0775684686011142,0.3877727906432713,0.07994698760396857,-0.07106445605331735,0.9962629765152846,-2.5047985860838327,0,1,1
US,16,1,3.8,3.1,3.4,4.1,3.3,0.357763041389195,0.0035129545073216972,-0.41769714457710044,0.5196222537238943,0.10368158640045469,0.3685143386621926,0.7020225814136994,1,1,1
CA,51,1,4.1,2.3,3.7,2.9,3.2,0.9847093883172451,-1.3980470669793394,-0.3279629235967797,1.4888909800320393,0.4619045229455899,1.3718051550325796,0.0684393920553688,0,1,1
IN,22,2,3.8,2.7,3.4,3.9,3.0,0.357763041389195,-0.5589756335577883,-0.6494128794433804,0.34403545311082534,-0.5848652431114493,0.49185005784369257,0.7668379220220951,1,1,1
US,27,1,4.4,4.3,3.2,4.0,2.5,1.3521549823842856,1.448968729015767,0.7614700393955094,-3.443121258053457,-1.9571668541500642,1.5117459371324684,1.033152132072092,1,0,2
PH,16,1,4.0,2.7,2.4,3.0,3.6,0.3864761433830457,-0.8701313345837838,-0.02710147739138946,1.9285662461519646,1.466399101468683,0.9962629765152846,-1.5676637053761144,0,1,1
US,48,1,4.0,3.4,2.1,3.3,3.6,0.28916336106016666,0.09693726669538122,0.4129739142941552,0.8493787033138396,1.3108212509556854,0.7804254679476595,-1.632743228930715,0,1,1
US,18,2,3.7,2.1,2.2,2.9,3.4,-0.20803260943737778,-1.6447185053423392,-0.5129665023690293,2.325407208999501,0.9900814539593021,0.4246471772801477,-1.7118933926300637,0,1,1
US,15,2,3.8,3.1,3.1,4.3,3.4,0.26045025906631597,0.07265866584643188,-0.5559885672553208,0.7837107192307509,0.2640514848986461,0.3685143386621926,0.4712843790331544,1,1,1
US,15,2,3.7,2.4,3.9,4.2,3.1,0.3434064903922705,-0.8252642240936234,-1.1343553816190863,1.0706328655483075,-0.47635462811759044,0.33214538789402276,1.4875343683521407,1,1,1
US,39,1,3.6,3.4,3.1,3.9,3.1,-0.0926387840037976,0.3043744007127116,-0.0019003537405055393,-0.4710636242204428,-0.32077677760459256,-0.22840036939552327,0.3632354412937746,1,0,2
US,19,2,4.2,3.6,4.4,4.1,3.2,1.3883170686056876,0.6201915504148219,0.044811802353524666,-0.5153144566673364,-0.16040687910640083,1.2231705270285016,1.8625022579866357,1,0,2
FI,20,2,3.8,3.0,2.5,2.7,3.6,0.06582469442055769,-0.603842744047949,0.45784102478431565,1.4660572992213396,1.6219769519816807,0.3993482684575676,-1.718834809205689,0,1,0
GB,57,2,4.2,3.4,4.9,4.5,2.8,1.5505050391438195,0.5118115347300419,-0.4167746217751662,-1.263329020741013,-1.4241978751511581,1.2848383866192516,3.0657635417508544,1,0,2
GB,22,2,2.0,3.4,3.1,4.1,3.0,-2.9173511285647096,0.37352011205182156,-0.14019177641872554,-0.7351520897272995,-0.6885838101201143,-4.263703718768255,0.6153262592936066,0,2,0
ZA,16,1,3.4,2.6,3.9,3.6,2.6,-0.18622707421290108,-0.7860299197479536,-0.5344775348121753,-0.5581487599397251,-1.4856412546258773,-0.4861418497041153,1.3650742315690996,1,2,1
US,37,2,3.2,3.7,2.4,3.4,3.4,-1.0258800288974101,0.5015172799094367,0.6213335711134204,-0.14130717463049947,0.7307850364376393,-1.3297279961248312,-1.06348206937645,0,2,0
NO,47,1,3.9,3.8,3.8,3.4,2.6,0.6640579393547577,0.6248529990909364,0.713835360499545,-2.4081845476622252,-1.381922687617212,0.40488328943036356,1.084084639529236,1,0,2
GB,13,2,3.5,2.4,2.4,3.3,3.2,-0.4962464642922395,-1.136419925119619,-0.512043979567095,1.3347213310551642,0.25446738892825965,-0.17226753077756923,-0.991461129246224,0,2,1
PH,52,2,3.8,3.7,3.0,4.5,2.7,0.22801266495868958,0.8818186922745423,-0.13926925361679088,-1.989926433178494,-1.6882863406580135,0.18351075988994248,1.09060912125324,1,0,2
GB,17,2,3.7,3.3,1.2,2.4,3.3,-0.5324085505136417,-0.33755415351211443,0.9427835269600211,0.2112829557701446,0.9852894059741084,0.05464001973564775,-3.1460806857683243,0,2,0
GB,25,2,3.6,2.6,1.4,3.0,3.7,-0.644077883833446,-0.9934670537652839,-0.11960326677751454,2.346824360635696,1.7304875669755397,0.01827106896747674,-2.7281433819490504,0,2,0
BR,26,2,4.0,4.0,2.9,4.4,2.8,0.5486641139211775,1.2172529941494874,0.20738182588069387,-2.1883469146022634,-1.3723385916468258,0.5954218891754095,0.8168251287352082,1,0,2
US,21,2,4.0,3.9,3.4,3.7,3.0,0.7108520844593095,0.8519072852811017,0.5989000158683396,-1.5060003346116748,-0.4811466761027842,0.6262558189707845,0.5939736436743202,1,0,2
US,33,2,4.0,3.8,3.2,3.3,3.8,0.6459768962440567,0.5902801434213814,0.7829810718386552,0.7608770384200517,1.8389981819693975,0.6570897487661596,-0.6018178576218616,0,0,0
GB,61,1,4.2,4.0,2.1,4.0,2.8,0.6422524041302811,1.078961571471267,0.48396467123713455,-2.1883469146022634,-1.1649014576294954,1.0998348078470015,-0.3939059374970459,1,0,2
CA,50,2,3.2,3.9,3.4,4.0,2.7,-0.7015040878211465,0.9556258522897668,0.39146288185100947,-2.2982657311322434,-1.4289899231363508,-1.3913958557155812,1.0909496801521534,1,0,2
PK,27,2,3.1,2.2,3.1,3.7,2.9,-0.9753613916790829,-1.2447999408043984,-0.9736304036957855,0.8507952324883437,-0.745235141609641,-1.1194255085300022,0.34882424225011355,0,2,1
CA,16,2,2.6,2.6,3.9,3.4,3.5,-1.598583246493357,-0.8551756310870637,-0.39618611213395494,1.8186474296219828,0.994873501944496,-2.5037935243904808,0.47917109635281185,0,2,0
US,22,1,3.8,3.3,4.3,3.4,3.8,0.6497013883578324,0.008174403183436152,0.25132641356891994,1.5317252833044268,1.787138898465065,0.30684647907144263,0.6739927321649928,0,1,1
US,23,1,4.2,3.6,3.0,3.2,3.1,0.9341907510989184,0.30903584938882656,0.6671232044055153,-0.7794029221741932,0.04223820692573538,1.2231705270285016,-0.34991484661552663,1,0,2
US,24,2,3.3,4.6,4.1,4.1,3.2,-0.2978964075327056,1.8535487422298216,0.9698296962147746,-2.057010946436086,-0.16040687910640083,-1.3550269049474113,1.5381263169103714,1,0,2
CA,16,2,3.3,2.6,3.2,3.3,3.0,-0.5898347545013428,-0.8897484867566188,-0.32704040079484475,0.49820510208770047,-0.2737095420854537,-0.7383483090399112,0.03199445959459374,0,2,0
MY,20,1,3.4,3.1,3.6,3.4,3.4,-0.2835398565357802,-0.23849703517956358,0.06632283479667013,0.7837107192307509,0.7307850364376393,-0.6403114986809904,0.2340216949286053,0,2,0
US,51,2,3.9,3.4,1.9,4.1,3.5,0.04774365130985658,0.37352011205182156,-0.14019177641872554,0.5852902378069829,0.6318585174141681,0.5282190086118635,-1.0783102032717333,0,1,1
US,18,2,4.0,2.2,2.3,4.6,2.6,0.35403854927541933,-0.933644239778403,-1.595941805747776,0.058529835967774835,-2.0042340896692026,1.1504326254921595,0.4993906042345688,1,1,1
IN,17,2,3.7,2.5,3.2,3.8,3.3,0.11634333163888597,-0.8402199275903438,-0.7652707468765205,1.4446401475851447,0.2592594369134523,0.3013114580986478,0.22647553650786123,0,1,1
CA,20,1,3.5,3.9,3.7,4.1,3.1,-0.07455774089309655,0.9901987079593217,0.3223171705118996,-1.241911869104818,-0.42449534461325755,-0.6347764777081943,1.1848516017940771,1,0,2
US,53,1,3.5,3.3,3.3,3.5,2.8,-0.20430811732360216,0.04274725885299123,0.18218070222980975,-1.109159371764138,-0.9056050401078325,-0.44977289893594424,0.4714371309385707,1,0,2
US,23,1,3.5,3.6,4.7,4.0,3.2,0.24981820018316714,0.585618694745267,0.11395751369263452,-0.5153144566673364,-0.10854759560206846,-0.5422746883220694,2.100446059889012,1,0,2
US,17,2,4.2,4.5,3.9,4.6,3.3,1.2261290980675557,1.9030773013960975,0.5315993501330992,-1.638752831952356,-0.15561483112120822,0.9456651588701264,1.6748098457435772,1,0,2
IN,69,1,3.5,4.4,2.2,4.3,2.8,-0.5611216525074922,1.6760230152059328,0.6465346947643047,-2.805025510509764,-1.320479308142493,-0.7889461266850695,-0.02648420628329512,1,0,2
US,20,2,3.5,4.6,3.7,3.8,2.7,-0.07455774089309655,1.7498301752211565,1.1772668302321048,-3.377453273970368,-1.3252713561276854,-0.8506139862758193,1.2424613428806421,1,0,2
US,32,1,4.1,3.4,1.9,3.1,3.4,0.4008326943799702,0.027791555356271203,0.5512653369723752,0.3212017723001261,0.8863628869506369,1.0326319272834545,-1.8634050553585522,0,1,1
US,21,2,4.2,2.7,4.1,3.2,2.5,1.2910042862828084,-0.8009856232446737,-0.16539290006960977,-0.976406874423457,-1.5422925861154035,1.5006758951868766,1.3148228419097818,1,1,2
PH,19,2,3.5,3.5,3.2,4.2,3.2,-0.2367457114312284,0.531428686902877,-0.11683569837171087,-0.3611448076904613,-0.21226616261073372,-0.5114407585266944,0.6514306328554686,1,0,2
US,54,2,4.0,3.1,4.9,4.4,3.4,1.1974159960737052,0.10723152151598711,-0.6251342785944313,0.7837107192307509,0.21219220139431327,0.8729272573337845,2.503972164664625,1,1,1
AR,22,1,4.2,3.3,3.9,3.6,2.8,1.2261290980675557,0.07732011452254632,0.1130349908906996,-1.109159371764138,-0.957464323612165,1.3156723164146267,1.206621152264986,1,0,2
US,22,2,3.7,2.8,3.7,3.7,3.3,0.2785313021770178,-0.5047856257153989,-0.41861966737903566,0.9821312006545198,0.3111187204177847,0.20880966871252282,0.6806699657944134,0,1,1
US,50,2,4.1,2.5,2.5,4.0,3.2,0.5954582590257285,-0.7710742162512336,-0.9035621695547409,1.180551682078289,-0.10854759560206846,1.3101372954418296,-0.27831084133692235,0,1,1
GB,36,2,4.0,3.1,3.3,3.8,3.2,0.6784144903516831,-0.1002056125013434,-0.21026001055977023,0.2555337882170387,-0.0048290285934032146,0.8729272573337845,0.41382738985200546,1,1,1
SK,16,2,3.1,3.2,1.0,3.3,3.8,-1.6565508679392367,-0.14973417166761854,0.22797033552190543,1.6858949322813015,1.8389981819693975,-1.4277648064837523,-2.9805747588477955,0,2,0
US,53,2,3.3,3.1,3.8,4.4,3.0,-0.3952091898555847,0.10723152151598711,-0.6251342785944313,-0.2726431427966747,-0.8441616606331124,-0.8925179580167864,1.631499872659885,1,2,2
US,17,2,3.2,2.6,3.1,3.2,3.4,-0.7988168701440256,-0.9243213424261738,-0.25789468945573485,1.554558964115126,0.8345036034463043,-0.9905547683757061,-0.4794691518796093,0,2,0
US,17,2,3.3,3.0,3.8,4.5,3.5,-0.3952091898555847,0.018468658004041905,-0.7867817793196662,1.2019688337144827,0.42442138339683755,-0.8616840282214113,1.3217993135734878,0,2,1
US,48,2,3.2,4.6,4.0,4.0,2.9,-0.5068785231753883,1.8189758865602668,1.0389754075538844,-2.8492763429566565,-0.9008129921226387,-1.6072333642832062,1.5812484830005675,1,0,2
US,16,2,3.4,2.8,3.7,3.1,3.1,-0.2511022624281537,-0.7122227597327292,-0.0037453993443749556,0.45395426964080754,0.09409749043006801,-0.5478097092948652,0.3205302100552012,0,2,0
IN,30,2,3.8,4.0,3.4,3.9,3.6,0.357763041389195,1.0443887158017118,0.5531103825762447,-0.07563919054741075,0.9996655499296899,0.09100897050381751,0.2914786841097534,1,0,2
US,40,2,3.7,3.5,2.3,4.5,3.6,-0.1755950153297515,0.6351472539115421,-0.3242728323890411,0.6952090543369644,0.6885098489036944,-0.00702783985510233,-0.3793069314598879,0,2,1
GB,32,2,3.3,3.7,3.5,3.9,3.4,-0.4925219721784637,0.674381558257212,0.2756050144178698,-0.14130717463049947,0.4714886189159764,-1.0775215367890363,0.5580570771059554,0,2,0
SE,33,2,4.0,4.1,3.7,3.8,3.6,0.8081648667821887,1.1331515793136564,0.7147578833014795,-0.2298088395242852,1.0515248334340226,0.5645879593800346,0.5294224860121297,1,0,2
US,28,1,4.0,2.6,2.4,3.7,3.0,0.3864761433830457,-0.7514570640783985,-0.6036232461512855,0.49820510208770047,-0.4811466761027842,1.0270969063106596,-0.4872794932465591,0,1,1
PH,26,2,3.3,3.3,3.4,3.7,3.2,-0.5249595662860901,0.1118929701921014,0.04388927955158942,-0.05280550973671094,0.04703025491092919,-0.9541858176075363,0.4355205643702061,0,2,0
IN,29,2,3.9,3.9,2.4,2.6,3.5,0.20993162184798847,0.4716058729159961,1.359502840598551,-0.18555800707739245,1.4097477699791565,0.37404935963498853,-1.834165722419608,0,0,0
US,23,2,3.2,4.1,2.0,4.5,3.4,-1.1556304053279156,1.3751615690005419,0.23073790392770865,-0.7579857705379988,0.16033291788998083,-1.4530637153063313,-0.5452297932320374,0,2,0
PH,39,2,3.8,3.5,3.4,4.3,3.2,0.357763041389195,0.566001542572432,-0.18598140971082078,-0.3611448076904613,-0.2641254461150661,0.24517861948069253,0.9541133994135316,1,0,2
US,33,1,3.8,3.3,3.5,2.7,3.0,0.39020063549682144,-0.23383558650344916,0.7353463929426906,-0.5809824407504244,0.037446158940541596,0.30684647907144263,-0.16222243437246825,1,0,2
MA,22,2,4.3,3.3,3.5,3.2,3.2,1.2729232431721065,-0.06097130815567389,0.38961783624714,-0.05280550973671094,0.3063266724325921,1.5678787757504216,0.1114851821928559,1,1,1
GB,53,1,4.2,3.3,4.7,4.1,2.8,1.4856298509285666,0.25018439287032146,-0.23269356580485062,-1.109159371764138,-1.2167607411338277,1.3156723164146267,2.5037843576711274,1,0,2
US,20,2,4.0,3.4,4.1,4.0,3.3,0.937915243212694,0.33894725638226664,-0.0710460650796157,0.057113306793269425,0.15554086990478708,0.7804254679476595,1.3724676380844274,1,0,2
US,52,2,3.4,3.8,3.0,2.9,3.5,-0.47816542118153843,0.4519887207431611,1.0595639171950957,-0.03138835810051721,1.2541699194661589,-0.8561490072486153,-0.9261174227454174,0,2,0
US,48,2,2.9,3.4,2.2,4.6,2.7,-1.6203887817178346,0.5463843903995969,-0.4859203331142762,-1.5274174862478684,-1.740145624162346,-1.993845584746094,0.31203875089042427,1,2,0
AE,32,2,2.9,4.2,2.1,3.3,2.7,-1.6528263758254609,1.0836230201473818,1.1529882293831557,-2.760774678062869,-1.0659749386060227,-2.2405170231090943,-0.9197043720622027,1,2,0
FR,31,2,3.5,3.1,4.1,4.0,3.3,0.055192635537408774,-0.031059901162233228,-0.3485514332379906,0.5196222537238943,0.15554086990478708,-0.3881050393451943,1.3724676380844274,1,1,1
CA,50,2,3.2,3.0,2.2,4.1,3.1,-1.0907552171126629,-0.11982276467417843,-0.5101989339632256,0.1456149716870572,-0.42449534461325755,-1.1138904875572062,-0.4370281035872416,0,2,0
IN,25,1,4.0,2.8,1.8,4.6,3.8,0.19185057873728756,-0.1936299246894035,-1.0409310694310263,2.3025735281888022,1.164827496413074,0.9654290467199097,-0.9919544400505533,0,1,1
IR,40,1,3.2,2.5,2.7,3.4,2.6,-0.928567246574531,-0.978511350268564,-0.4886879015200801,-0.4039791109628499,-1.381922687617212,-0.9597208385803311,-0.10529381108373059,0,2,0
US,23,2,3.3,4.6,3.0,4.3,3.5,-0.6547099427165955,1.9226944535689319,0.8315382735365542,-1.2647455499155171,0.5281399504055029,-1.3550269049474113,0.2839325256890094,1,2,2
US,52,1,3.1,4.0,3.6,4.2,3.2,-0.813173421140951,1.148107282810377,0.34567324855891424,-1.1319930525748365,-0.21226616261073372,-1.6744362448467522,1.0839318876238202,1,2,2
US,15,1,3.4,3.9,1.4,4.0,3.3,-0.9971669269035605,0.9556258522897668,0.39146288185100947,-0.7137349380911058,0.15554086990478708,-0.8869829370439903,-1.5469158316019462,0,2,0
US,38,2,3.8,3.2,4.1,4.3,3.1,0.5848262001425796,0.19599438502793204,-0.4634867778691957,-0.16272432626669317,-0.5282139116219228,0.3376804088668175,1.7902171349102036,1,0,2
US,33,2,3.5,2.9,2.9,3.7,2.9,-0.3340584937541076,-0.3814499065338986,-0.32611787799291053,-0.22839231034978114,-0.745235141609641,-0.32643717975444425,0.13257361486593755,0,2,1
US,59,1,4.0,2.8,3.7,3.2,3.4,0.8081648667821887,-0.6776499040631742,-0.07289111068348508,1.2462196661613765,0.8345036034463043,0.9654290467199097,0.16928273027291824,0,1,1
US,43,2,4.0,3.3,2.5,3.9,3.0,0.41891373749067207,0.18103868153121144,-0.09440214312663063,-0.5809824407504244,-0.5848652431114493,0.8112593977430346,-0.20628990120669605,1,0,2
US,19,2,3.6,3.7,2.7,3.3,3.3,-0.22238916043430307,0.46694442423988164,0.6904792824525305,-0.40539564013735613,0.5185558544351152,-0.3209021587816484,-0.7463117278220165,0,2,0
US,20,1,4.0,4.0,1.8,2.9,3.2,0.19185057873728756,0.6986601591061613,1.2445674959673458,-1.1319930525748365,0.4619045229455899,0.5954218891754095,-1.9859415680943016,0,0,0
US,20,2,4.0,4.0,2.3,3.9,3.1,0.35403854927541933,1.0443887158017118,0.5531103825762447,-1.3960815180816932,-0.32077677760459256,0.5954218891754095,-0.501767068242929,1,0,2
FI,30,1,4.0,3.3,2.5,3.0,3.2,0.41891373749067207,-0.13011701949478405,0.5279092589253603,-0.05280550973671094,0.4100452394412573,0.8112593977430346,-1.1426322330757988,0,1,1
US,33,2,3.9,2.9,3.3,4.6,3.1,0.5018699688166258,-0.07029420550790327,-0.9484292800449012,0.2997846206639323,-0.6837917621349204,0.6823886575887386,1.1845110428951633,1,1,1
US,20,2,3.9,3.7,4.1,4.2,2.8,0.7613707216776368,0.7781001252658772,0.06816788040053934,-1.7258379676716387,-1.2686200246381607,0.4357172192257385,1.9414646146924874,1,0,2
AU,48,1,3.7,3.0,1.5,3.2,3.4,-0.4350957681907624,-0.43097846570017373,0.1121124680887651,0.9378803682076261,0.8345036034463043,0.14714180912177272,-2.2094741709530163,0,2,0
CA,15,1,4.1,3.2,3.0,4.2,2.8,0.7576462295638604,0.16142152935837706,-0.39434106653008577,-0.9549897227872634,-1.2686200246381607,1.0942997868742044,0.7520861640795207,1,0,2
US,18,2,3.2,2.1,3.8,3.4,3.2,-0.571753711390641,-1.4718542269945638,-0.8586950590645799,1.797230277985789,0.20260810542392704,-0.8363851193988312,0.6087254016168945,0,2,1
ID,20,1,4.1,3.1,3.4,3.2,2.8,0.8873966059943659,-0.3076427465186736,0.2046142574748902,-0.8008200738103881,-0.7500271895948348,1.1251337166695794,0.32026602710899593,1,1,2
US,32,1,2.9,2.6,2.6,3.0,3.7,-1.4906384052873292,-0.9934670537652839,-0.11960326677751454,2.346824360635696,1.7304875669755397,-1.747174146383094,-1.4306396176439955,0,2,0
GB,27,1,4.2,4.3,3.7,4.1,3.1,1.161253909852303,1.4835415846853217,0.6923243280563995,-1.858590465012318,-0.42449534461325755,1.0073330184608764,1.1848516017940771,1,0,2
US,16,1,3.5,3.3,2.2,2.6,2.7,-0.5611216525074922,-0.26840844217300425,0.8044921042818007,-1.3732478372709933,-0.7029599540756947,-0.44977289893594424,-1.416604032587328,0,2,0
US,23,2,3.8,3.3,2.6,3.8,3.2,0.09826228852818411,0.14646582586165635,-0.025256431787520447,-0.05280550973671094,-0.0048290285934032146,0.30684647907144263,-0.3430498059926097,1,1,1
FI,25,2,2.8,2.6,2.2,3.4,3.5,-1.7969333032528918,-0.8551756310870637,-0.39618611213395494,1.8186474296219828,0.994873501944496,-1.99938060571889,-1.3589592364126826,0,2,0
US,18,2,4.0,2.7,1.7,4.1,3.4,0.15941298462966108,-0.4898299222186784,-0.7877043021216004,1.400389315138251,0.3677700519073114,0.9962629765152846,-1.215334291003852,0,1,1
US,39,2,4.1,3.4,2.4,4.3,3.5,0.5630206649181021,0.44266582339093175,-0.2784831990969459,0.5852902378069829,0.5281399504055029,1.0326319272834545,-0.36481935646351826,1,1,1
BZ,26,2,3.5,4.2,3.2,4.0,2.7,-0.2367457114312284,1.3256330098342672,0.6689682500093848,-2.760774678062869,-1.4289899231363508,-0.7272782670943194,0.8746990527679779,1,0,2
BZ,1992,2,3.4,3.0,2.2,4.3,3.5,-0.7376661740425494,-0.05067705333506825,-0.6484903566414459,1.2019688337144827,0.5281399504055029,-0.6094775688856153,-0.5810699838476938,0,2,0
US,22,2,3.6,3.4,2.3,4.0,2.7,-0.3521395368648087,0.33894725638226664,-0.0710460650796157,-1.5274174862478684,-1.4289899231363508,-0.22840036939552327,-0.09842877046081372,1,0,2
US,22,1,4.2,2.3,2.4,3.7,3.3,0.73956518645316,-1.1214642216228987,-0.8811286143096608,1.752979445538895,0.3111187204177847,1.6240116143683767,-0.7249591122027298,0,1,1
BZ,29,2,4.2,4.4,3.8,4.4,2.8,1.1936915039599292,1.7105958708754878,0.5773889834251942,-2.805025510509764,-1.3723385916468258,0.9764990886655014,1.7899529519639992,1,0,2
US,58,1,3.7,2.3,3.6,2.9,2.9,0.24609370806939143,-1.3980470669793394,-0.3279629235967797,0.6966255835114692,-0.33036087357498023,0.3629793176893978,0.19799369731945185,0,1,1
GB,66,2,3.8,3.5,2.8,3.6,3.2,0.16313747674343676,0.32399155288554665,0.29803856966294984,-0.3611448076904613,0.09888953841526181,0.24517861948069253,-0.2996634569562092,1,0,2
