country,age,gender,O_score,C_score,E_score,A_score,N_score,N_proxy,J_proxy,T_proxy,Impulsivity_Index,Emotional_Reactivity,Creative_Divergence,Social_Adaptability,cluster_kmeans,cluster_gmm,cluster_best
CA,19,2,3.6,2.3,3.1,2.9,2.9,-0.0926387840037976,-1.3980470669793394,-0.3279629235967797,0.6966255835114692,-0.33036087357498023,0.11077285835360182,-0.3426328711409877,0,1,1
US,21,1,3.8,1.8,5.0,3.4,2.4,0.8767645471112171,-1.8418613845390641,-1.1362004272229551,0.1470315008615617,-1.9100996186309256,0.7693554260020676,2.5400414831384053,1,1,1
US,18,2,2.5,3.5,1.6,3.9,3.4,-2.521192432503821,0.42771011989421176,0.0906014356456196,0.1670321233232509,0.4714886189159764,-3.033505351884652,-1.4963238830437147,0,2,0
US,18,2,3.0,3.7,3.3,3.6,3.9,-1.0870307249988873,0.5706629912485469,0.48304214843520005,1.179135152903783,1.9475087969632563,-1.8341409147964232,-0.313622666060168,0,2,0
US,18,2,3.3,3.1,2.3,3.9,2.9,-0.8817731014699802,-0.0656327568317883,-0.2794057218988804,-0.5367316083035314,-0.848953708618306,-0.8925179580167864,-0.34331398893881504,0,2,0
CA,16,2,2.8,3.5,1.3,3.7,3.4,-2.088871650221529,0.35856440855510174,0.22889285832383965,0.1670321233232509,0.5752071859246414,-2.276885973877265,-1.9935641024677535,0,2,0
AU,16,2,3.4,3.7,3.1,4.3,3.4,-0.445727827073912,0.8126729809354322,-0.0009778309385705675,-0.14130717463049947,0.2640514848986461,-0.8253150774532404,0.4712843790331544,1,2,0
IT,28,1,3.6,2.9,2.8,3.3,2.5,-0.1899515663266768,-0.5197413292121189,-0.049535032636469856,-1.2847461723772067,-1.594151869619736,-0.07423072041864823,-0.00437409691347368,1,1,2
IT,23,1,3.2,2.7,1.8,2.2,2.5,-1.2205055935431683,-1.1467141799402243,0.5260642133214912,-0.976406874423457,-1.023699751072078,-1.0213886981710811,-2.036380764747116,0,2,0
US,32,2,4.0,4.0,2.8,4.4,2.5,0.5162265198135512,1.2172529941494874,0.20738182588069387,-2.980612311122832,-2.1646039881673946,0.5954218891754095,0.9463794339992908,1,0,2
AU,41,1,3.6,3.5,4.8,3.6,2.6,0.4588003158258506,0.32399155288554665,0.29803856966294984,-1.9456756007316003,-1.4856412546258773,-0.2592342991908983,2.3382020547978906,1,0,2
US,18,2,3.2,2.8,3.2,4.2,3.7,-0.7663792760363992,-0.3319213473676236,-0.7643482240745862,2.038485062681947,1.1081761649235489,-1.0522226279664562,0.25529793459518396,0,2,0
AU,23,2,4.1,3.1,4.2,4.4,2.6,1.146897358855377,0.10723152151598711,-0.6251342785944313,-1.3289970048241002,-1.900515522660538,1.1251337166695794,2.380907286036465,1,0,2
FR,23,1,3.7,2.6,1.6,2.7,2.8,-0.402658174083136,-1.097185620773949,0.08783386723981568,-0.029971828926013022,-0.4907307720731719,0.2704775283032727,-2.0581503152180245,0,1,0
US,28,2,3.8,4.2,3.1,4.1,2.7,0.26045025906631597,1.360205865503822,0.5998225386702749,-2.760774678062869,-1.480849206640683,0.02934111091306746,0.8530058782497772,1,0,2
US,28,2,4.1,3.9,1.8,4.0,2.1,0.36839510027234396,0.9556258522897668,0.39146288185100947,-3.882796524173383,-3.01352071617749,0.8784622783065794,-0.16369610100891108,1,0,2
AU,19,2,4.2,2.8,4.8,4.6,3.6,1.518067445036193,-0.1936299246894035,-1.0409310694310263,1.7743965971750901,0.6366505653993619,1.4698419653915016,2.410258050016197,1,1,1
US,19,2,3.6,3.6,3.1,3.2,3.6,-0.0926387840037976,0.30903584938882656,0.6671232044055153,0.5410394053600893,1.362680534460018,-0.2900682289862733,-0.6379222311837234,0,2,0
US,20,2,3.4,2.8,1.8,3.7,3.5,-0.8674165504730549,-0.5047856257153989,-0.41861966737903566,1.5103081316682332,0.8392956514314981,-0.5478097092948652,-1.532164073659371,0,2,0
AU,19,2,3.4,3.5,3.5,3.7,3.7,-0.31597745064340654,0.35856440855510174,0.22889285832383965,0.9592975198438212,1.3674725824452116,-0.7636472178624903,0.14751317980200934,0,2,0
US,16,2,4.1,3.3,2.7,4.6,3.6,0.6603334472409813,0.42304867121809675,-0.5784221225004013,1.0035483522907147,0.6366505653993619,1.0634658570788296,0.1396264624823515,1,1,1
US,21,2,3.7,3.9,3.0,3.7,2.9,0.05146814342363317,0.8519072852811017,0.5989000158683396,-1.7700888001185315,-0.745235141609641,-0.13036355903660235,0.24069892855802558,1,0,2
US,47,2,3.7,3.8,4.4,3.8,2.8,0.5055944609304025,0.7631444217691565,0.4372525151431046,-1.8800076166485131,-1.06118289062083,-0.09952962924122731,1.920111999073201,1,0,2
US,13,1,2.9,3.2,3.3,3.6,3.3,-1.2635752465339445,-0.04601560465895327,0.020533201504574904,0.36545260474701907,0.3629780039221173,-1.9321777251553443,0.16173657185217372,0,2,0
US,15,2,4.0,3.6,1.0,2.2,4.0,-0.06765017412372343,-0.03669270730672397,1.3585803177966163,1.5973932673875149,2.937627231530769,0.7187576083569095,-4.089781369064673,0,1,0
US,20,2,3.8,3.1,4.1,4.2,3.2,0.5848262001425796,0.03808581017687693,-0.4868428559162109,0.2555337882170387,-0.21226616261073372,0.3685143386621926,1.6245584560842594,1,1,1
US,30,1,4.1,3.3,4.2,3.8,2.2,1.146897358855377,0.14646582586165635,-0.025256431787520447,-2.693690164805276,-2.645713683661968,1.0634658570788296,2.179220609601366,1,0,2
US,13,2,4.0,2.7,3.2,3.5,3.4,0.6459768962440567,-0.6972670562360086,-0.37283003408694004,1.400389315138251,0.6789257529333066,0.9962629765152846,-0.11204742066585854,0,1,1
US,20,2,3.5,3.1,4.1,3.9,3.0,0.055192635537408774,-0.0656327568317883,-0.2794057218988804,-0.2726431427966747,-0.5848652431114493,-0.3881050393451943,1.5237151178667103,1,0,2
US,22,2,3.8,3.6,3.7,3.7,3.5,0.4550758237120742,0.48190012773660185,0.32139464770996473,0.2769509398532325,0.8392956514314981,0.2143446896853175,0.5222168864902994,1,0,2
AU,68,1,3.6,4.1,2.6,4.1,3.5,-0.2548267545419295,1.2368701463223215,0.5073207492841494,-0.49389730503114204,0.6318585174141681,-0.4442378779631483,-0.32143300742711767,1,0,0
GB,18,2,3.7,2.4,3.3,4.3,3.9,0.14878092574651225,-0.7906913684240685,-1.2035010929581962,3.1833405896031586,1.5844938124329284,0.33214538789402276,0.29140230815704526,0,1,1
US,20,2,3.6,3.3,2.4,4.2,3.4,-0.3197019427571823,0.28475724853987666,-0.3018392771439611,0.47537142127700127,0.3159107684029785,-0.19756643960014825,-0.3720249559853486,0,2,0
US,18,2,2.9,2.9,1.9,3.7,3.8,-1.7177015640407138,-0.3814499065338986,-0.32611787799291053,2.148403879211927,1.631561047952067,-1.8396759357692192,-1.661718378923454,0,2,0
AU,46,2,3.7,4.7,2.0,2.5,3.5,-0.2729077976526305,1.4237187706984415,2.1686628670266614,-1.418915198892393,1.461607053483489,-0.3770349973996025,-2.3530991163618467,0,2,0
US,28,2,3.1,3.7,2.5,3.8,3.2,-1.169986956324841,0.6398087025876569,0.34475072575697996,-0.6694841056442117,-0.0048290285934032146,-1.5819344554606274,-0.45117511968469776,0,2,0
US,22,1,3.1,3.9,2.4,2.2,3.7,-1.2024245504324675,0.33331445023777595,1.6360856859549913,0.3426189239363211,2.1453618350102004,-1.6436023150513772,-2.338347358419272,0,2,0
RS,30,2,3.7,3.9,2.7,4.6,3.5,-0.0458446388992459,1.1630629863070971,-0.023411386183651017,-0.18555800707739245,0.37256209989250516,-0.13036355903660235,0.21885300213440856,1,0,2
AU,15,2,3.2,2.7,3.3,3.6,3.0,-0.733941681928773,-0.6626942005664535,-0.44197574542605017,0.34403545311082534,-0.4292873925984516,-1.0213886981710811,0.3994161908083444,0,2,0
IT,31,2,3.7,2.1,2.2,2.7,3.1,-0.20803260943737778,-1.713864216681449,-0.37467507969080927,1.5331418124789322,0.3015346244473983,0.4246471772801477,-1.6470780520216681,0,1,1
US,67,2,3.1,2.4,3.8,3.9,3.6,-0.7482982329256984,-0.9289827911022887,-0.9269182476017558,2.3910751930825898,0.9996655499296899,-1.181093368120752,0.723979938878105,0,2,1
GB,19,2,3.6,3.5,3.7,4.0,3.0,0.10198678064196068,0.46228297556376685,0.02145572430650944,-0.8893217387041747,-0.6367245266157818,-0.2592342991908983,1.1776460022722468,1,0,2
CA,28,2,3.6,2.4,2.8,2.0,3.1,-0.1899515663266768,-1.5858670488238347,0.38685026784133647,1.0706328655483075,0.6645496089777264,0.07993892855822679,-1.6033511440863546,0,1,0
US,20,1,3.2,3.5,3.2,4.3,3.5,-0.7663792760363992,0.566001542572432,-0.18598140971082078,0.4311205888301076,0.5281399504055029,-1.2680601365340811,0.5001831530731854,0,2,0
US,20,2,3.6,1.9,2.6,3.5,3.3,-0.2548267545419295,-1.6839528096880092,-1.1128443491759403,2.369658041446395,0.41483728742645,0.23410857753510186,-0.6815727631663292,0,1,1
US,18,1,3.7,3.5,3.5,4.3,2.5,0.21365611396176504,0.566001542572432,-0.18598140971082078,-2.2097640662384572,-2.112744704663062,-0.00702783985510233,1.6168244906700182,1,0,2
US,18,2,3.2,2.7,3.9,4.4,3.6,-0.5393161172830147,-0.38611135521001294,-0.9951414361389312,1.9285662461519646,0.7403691324080268,-1.0213886981710811,1.2642659484396315,0,2,1
US,18,2,3.8,2.4,3.8,4.5,2.5,0.4875134178197005,-0.7215456570849583,-1.3417925156364165,-0.5138979274928315,-2.216463271671727,0.5843518472298177,2.1140647100940573,1,1,1
US,29,1,3.8,3.2,1.8,3.3,2.8,-0.16123846433282685,-0.14973417166761854,0.22797033552190543,-0.9549897227872634,-0.8018864730991673,0.3376804088668175,-1.3233068527905232,0,1,0
US,19,2,4.1,4.4,3.2,4.5,2.8,0.8225214177791131,1.7451687265450428,0.5082432720860843,-2.805025510509764,-1.4241978751511581,0.7242926293297043,1.2276332089853594,1,0,2
US,18,1,3.3,3.1,1.9,3.9,2.8,-1.0115234779004858,-0.0656327568317883,-0.2794057218988804,-0.8008200738103881,-1.1130421741251628,-0.8925179580167864,-0.6965887040551095,0,2,0
GB,48,2,2.9,4.4,2.6,4.6,3.1,-1.4906384052873292,1.7797415822145979,0.43909756074697437,-2.0127601139891937,-0.6837917621349204,-2.3021848826998443,0.42763384705054824,1,2,0
GB,61,1,3.4,3.4,4.2,3.6,3.5,-0.08891429189002187,0.20065583370404647,0.20553678027682468,0.5852902378069829,0.8911549349358308,-0.7328132880671153,0.9764113157768513,0,2,0
FI,18,2,3.4,2.4,2.2,3.0,3.8,-0.7376661740425494,-1.240138492128284,-0.3046068455497648,2.9192521240963023,1.9945760324823951,-0.42447399011336523,-1.9423674120644037,0,2,0
US,21,2,3.4,2.9,4.5,4.4,2.5,0.00839849043285723,-0.13943991684701318,-0.8101378573666814,-1.2847461723772067,-2.1646039881673946,-0.5786436390902403,2.784509766764786,1,0,2
US,28,2,3.2,2.9,1.9,3.6,3.4,-1.188067999435542,-0.4160227622034537,-0.25697216665380035,1.0920500171845013,0.627066469428974,-1.0830565577618312,-1.431244359489114,0,2,0
US,27,1,3.2,4.3,3.2,3.7,3.0,-0.7663792760363992,1.3452501620071018,0.9689071734128395,-2.1226789305191747,-0.4811466761027842,-1.5147315748970813,0.3777230162901446,1,2,2
US,14,2,3.5,3.4,2.4,3.9,3.4,-0.4962464642922395,0.3043744007127116,-0.0019003537405055393,0.3212017723001261,0.4714886189159764,-0.4806068287313193,-0.6313213735070118,0,2,0
US,17,2,3.1,2.3,3.4,4.0,3.5,-0.8780486093562038,-1.0177456546142336,-1.088565748326991,2.2811563765526084,0.6837178009185004,-1.150259438325377,0.4571373629356982,0,2,1
US,33,2,3.7,4.0,4.3,4.0,3.1,0.473156866822776,1.078961571471267,0.48396467123713455,-1.3960815180816932,-0.37263606110892517,-0.16119748883197738,1.7471713447727169,1,0,2
US,20,2,3.3,2.1,4.6,3.4,3.1,-0.1357084369945737,-1.4718542269945638,-0.8586950590645799,1.5331418124789322,-0.06148036008292965,-0.5841786600630363,1.5529544508056545,0,1,1
GB,25,2,3.5,3.0,2.8,3.9,3.5,-0.36649608786173404,-0.18896847601328842,-0.37190751128500554,1.2019688337144827,0.7355770844228331,-0.3572711095498193,-0.2780466583907171,0,2,1
US,16,1,3.6,3.0,4.3,3.0,3.1,0.29661234528771885,-0.5001241770392839,0.25040389076698544,0.1456149716870572,0.14595677393440062,-0.10506465021402327,0.8828499530338407,1,1,1
AE,43,2,3.5,3.6,2.8,4.1,3.1,-0.36649608786173404,0.6201915504148219,0.044811802353524666,-0.7794029221741932,-0.42449534461325755,-0.5422746883220694,0.21172377856528557,1,0,2
US,41,2,4.0,3.2,2.4,3.3,3.4,0.3864761433830457,-0.14973417166761854,0.22797033552190543,0.6295410702538757,0.7826443199419719,0.8420933275384095,-1.1499142085503375,0,1,1
US,54,1,3.6,3.7,3.5,3.5,2.7,0.03711159242670786,0.5360901355789918,0.5521878597743102,-1.989926433178494,-1.1696935056146878,-0.3209021587816484,0.7669142979748034,1,0,2
FR,27,1,4.2,3.6,3.0,3.6,2.9,0.9341907510989184,0.44732727206704676,0.3905403590490749,-1.3075798531879066,-0.6933758581053083,1.2231705270285016,0.15426678938413785,1,0,2
US,37,2,3.4,3.5,3.6,3.6,2.9,-0.2835398565357802,0.32399155288554665,0.29803856966294984,-1.1534102042110315,-0.6933758581053083,-0.7636472178624903,0.8030186715366654,1,0,2
AU,27,1,3.7,2.7,4.8,4.2,3.1,0.6353448373609077,-0.4552570665491231,-0.8568500134607109,0.608123918617682,-0.47635462811759044,0.23964359850789768,2.4606621915809317,1,1,1
US,21,1,4.1,3.9,2.6,4.4,3.0,0.6278958531333549,1.0939172749679873,0.1148800364945688,-1.5060003346116748,-0.8441616606331124,0.8784622783065794,0.3339961083548305,1,0,2
CA,19,1,3.9,2.8,2.8,3.4,3.0,0.33968199827849394,-0.6085041927240641,-0.21118253336170517,0.18986580413395088,-0.32556882558978634,0.7132225873841137,-0.3140746559998706,0,1,1
AU,52,1,3.9,4.4,2.6,3.9,3.1,0.27480681006324126,1.5377315925277124,0.923117540120745,-2.0127601139891937,-0.32077677760459256,0.21987971065811335,-0.177391127166665,1,0,2
US,18,2,3.2,3.1,3.4,4.7,3.1,-0.7015040878211465,0.21095008852465222,-0.8325714126117615,-0.008554677289817986,-0.7356510456392533,-1.1447244173525812,1.3790684957611394,1,2,2
US,30,2,3.7,3.8,2.6,4.6,2.5,-0.07828223300687229,1.039727267125597,-0.1159131755697762,-2.672273013169082,-2.2683225551760593,-0.09952962924122731,0.90299308496289,1,0,2
CA,26,2,4.3,4.6,4.0,4.6,3.5,1.4351112137102384,2.0264130205775968,0.6241011395192239,-1.2647455499155171,0.37256209989250516,1.1670376884105464,1.6244820801315514,1,0,2
AU,15,2,3.6,2.8,3.1,3.8,3.4,-0.0926387840037976,-0.4702127700458439,-0.4877653787181455,1.2462196661613765,0.5233479024203089,-0.043396790623273174,0.0391236831637162,0,1,1
US,118,2,3.6,2.9,4.4,3.9,3.2,0.3290499393953453,-0.3123041951947886,-0.4644093006711306,0.563873086170789,-0.05668831209773585,-0.07423072041864823,1.6896379796388608,1,1,1
US,16,1,4.1,2.7,4.7,2.8,2.5,1.3090853293935087,-0.9392770459228941,0.1111899452868309,-0.976406874423457,-1.334855452098073,1.2484694358510795,1.6178461673667592,1,1,2
GB,20,1,3.9,2.1,2.1,3.5,2.9,0.11261883952510943,-1.4372813713250088,-0.9278407704036901,1.0049648814652188,-0.6415165746009758,0.9290600959517386,-0.9052931730185412,0,1,1
US,60,2,3.3,4.4,3.8,3.7,2.5,-0.3952091898555847,1.4685858811886026,1.0614089627989651,-3.5972909070303327,-1.8015890036370665,-1.2933590453566615,1.4226075967029563,1,0,2
PR,21,1,4.1,3.7,4.1,4.6,3.1,1.1144597647477503,0.9163915479440974,-0.20841496495590084,-0.9335725711510684,-0.6837917621349204,0.9401301378973294,2.0495135524318666,1,0,2
US,20,2,3.7,2.8,3.4,2.9,3.2,0.18121851985413864,-0.7813684710718394,0.1345460233338454,0.7180427351476643,0.4619045229455899,0.20880966871252282,-0.2559365490208952,0,1,1
CA,53,2,3.6,3.3,3.6,3.6,2.7,0.06954918653433426,0.07732011452254632,0.1130349908906996,-1.3732478372709933,-1.2215527891190205,-0.19756643960014825,0.9614717508407791,1,0,2
TH,29,1,4.0,2.2,2.6,3.5,2.8,0.45135133159829854,-1.3139456521435087,-0.8353389810175651,0.5867067669814869,-0.9056050401078325,1.1504326254921595,-0.2854400649060445,0,1,1
CA,27,2,4.3,3.7,2.6,3.2,3.3,0.9809848962034692,0.43237156857032666,0.7596249937916404,-0.40539564013735613,0.5704151379394476,1.4445430565689215,-0.940869180687992,1,0,2
US,36,2,4.1,3.8,4.1,3.2,3.5,1.1144597647477503,0.5557072877518263,0.852126783177765,-0.03138835810051721,1.098592068953161,0.9092962081019544,0.5225574453892124,1,0,2
US,18,2,3.5,3.0,4.2,4.2,3.3,0.0876302296450353,-0.0852499090046232,-0.579344645302336,0.6737919027007695,0.05182230289612183,-0.3572711095498193,1.6534572301242911,1,1,1
US,18,2,3.7,2.4,3.3,3.9,2.5,0.14878092574651225,-0.9289827911022887,-0.9269182476017558,-0.5138979274928315,-1.9053075706457316,0.33214538789402276,1.0548453065902919,1,1,1
US,59,1,4.0,2.5,3.3,3.3,3.1,0.6784144903516831,-1.013084205938119,-0.41954219018096994,0.9164632165714324,-0.009621076578597038,1.0579308361060347,0.060893233634624275,0,1,1
US,18,1,2.0,3.5,1.6,3.0,3.0,-3.4039150401791054,0.11655441886821627,0.7129128376976106,-0.8893217387041747,-0.11813169157245607,-4.29453764856363,-1.9573069770004756,0,2,0
US,19,1,3.8,3.2,3.2,3.4,2.9,0.2928878531739424,-0.11516131599806344,0.15882462418279525,-0.6909012572804066,-0.5896572910966431,0.3376804088668175,0.19765313842053847,1,0,2
CA,25,1,4.2,4.0,1.3,2.2,2.6,0.38275165126927,0.45665016941927605,1.7285874753411163,-2.7165238456159755,-0.7596112855652212,1.0998348078470015,-2.6562338728596124,1,0,2
SI,30,1,3.4,3.1,2.7,3.3,3.2,-0.5754782035044175,-0.2730698908491187,0.1354685461357803,0.2555337882170387,0.25446738892825965,-0.6403114986809904,-0.6670851881699599,0,2,0
AU,16,2,4.0,3.1,4.0,3.6,3.1,0.9054776491050678,-0.16935132384045343,-0.0719685878815502,-0.008554677289817986,-0.1651989270915949,0.8729272573337845,1.0770668470009028,1,1,1
US,18,1,3.9,3.4,3.1,3.1,2.6,0.43699478060137315,0.027791555356271203,0.5512653369723752,-1.7915059517547252,-1.2263448371042143,0.5282190086118635,0.0679110261629583,1,0,2
US,20,2,2.8,2.9,1.7,3.1,3.6,-1.9591212737910237,-0.588887040551229,0.08875639004175018,1.6202269481982148,1.4145398179643505,-2.091882395105015,-2.238108762046842,0,2,0
IN,27,1,2.6,2.3,1.5,2.8,2.9,-2.3770855050763897,-1.4326199226488945,-0.2588172122576695,0.6966255835114692,-0.2785015900706476,-2.411291735004356,-2.1590700293882823,0,2,0
US,18,2,3.2,4.4,3.8,4.6,3.4,-0.571753711390641,1.7797415822145979,0.43909756074697437,-1.220494717468625,0.10847363438564844,-1.5455655046924563,1.4874579923994322,1,2,2
US,54,1,4.0,4.1,2.8,2.7,3.0,0.5162265198135512,0.752850166948551,1.4753607080316904,-1.8143396325654244,0.037446158940541596,0.5645879593800346,-0.919099630217084,1,0,2
US,36,1,2.9,3.4,4.1,2.8,3.1,-1.0040744936729336,-0.07592701165239407,0.7587024709897058,-0.4710636242204428,0.24967534094306584,-1.993845584746094,0.49373504730188933,0,2,0
US,19,2,4.3,2.5,3.1,4.4,3.7,1.143172866741601,-0.6327827935730133,-1.1801450149111816,2.5009940096125716,1.0044575979148835,1.8145502141134215,0.32003689925087137,0,1,1
AU,17,1,3.0,3.1,2.5,3.0,2.7,-1.3465314778598982,-0.3767884578577838,0.3429056801531105,-1.0649085393172435,-0.910397088093025,-1.6491373360241732,-0.7464995348155141,0,2,0
ID,25,2,3.4,3.2,2.2,3.6,3.4,-0.7376661740425494,-0.04601560465895327,0.020533201504574904,0.6295410702538757,0.627066469428974,-0.6711454284763654,-1.10686841841285,0,2,0
US,18,2,3.4,2.6,3.2,3.4,3.2,-0.4132902329662856,-0.8551756310870637,-0.39618611213395494,1.026382033101414,0.20260810542392704,-0.4861418497041153,-0.04002648053563258,0,2,1
IN,30,1,3.6,4.3,2.9,3.6,3.2,-0.1575139722190504,1.3106773063375465,1.0380528847519497,-1.5945019995054612,0.09888953841526181,-0.5059057375538983,-0.19153814326412122,1,0,2
US,28,2,3.9,3.6,2.5,3.6,3.6,0.24236921595561486,0.44732727206704676,0.3905403590490749,0.5410394053600893,1.1552434004426875,0.4665511490211135,-0.9409455566407006,0,0,0
US,21,1,3.6,3.7,2.7,3.6,3.3,-0.22238916043430307,0.5706629912485469,0.48304214843520005,-0.40539564013735613,0.3629780039221173,-0.3209021587816484,-0.48701531030035344,0,0,0
GB,19,1,3.5,3.6,2.5,3.6,2.4,-0.46380887018461314,0.44732727206704676,0.3905403590490749,-2.628022180722189,-2.013818185639591,-0.5422746883220694,0.009772919183982931,1,0,2
US,51,1,3.5,3.7,2.7,3.6,3.8,-0.3989336819693603,0.5706629912485469,0.48304214843520005,0.9150466873969262,1.6834203314563996,-0.5731086181174444,-0.8831480085606381,0,2,0
SG,26,2,3.8,3.4,3.6,4.3,3.0,0.42263822960444786,0.44266582339093175,-0.2784831990969459,-0.7351520897272995,-0.7923023771287795,0.27601254927606755,1.3288171061018215,1,0,2
BR,23,1,3.5,2.2,1.8,2.4,3.1,-0.6908720289379977,-1.6942470645086143,-0.07473615628735375,1.378972163502057,0.4571124749603961,-0.11059967118681929,-2.338875724311683,0,2,0
US,19,2,3.1,2.2,2.3,3.8,3.8,-1.234862144540094,-1.2102270851348436,-1.0427761150348953,3.2275914220500517,1.5797017644477347,-1.1194255085300022,-1.142784984981215,0,2,0
US,21,2,3.5,3.6,2.1,4.4,3.0,-0.5935592466151185,0.7239101174234872,-0.16262533166380616,-1.0434913876810499,-0.8441616606331124,-0.5422746883220694,-0.2066304601056091,1,0,2
US,21,2,3.6,3.5,4.6,4.4,3.3,0.3939251276105979,0.6005743982419871,-0.25512712104993124,-0.09705634218360576,-0.05189626411254339,-0.2592342991908983,2.2588227632404174,1,0,2
US,18,2,3.9,2.8,3.7,4.2,3.2,0.6316203452471314,-0.3319213473676236,-0.7643482240745862,0.7180427351476643,-0.21226616261073372,0.7132225873841137,1.1920572013159083,1,1,1
US,40,2,3.8,4.6,5.0,4.6,2.4,0.8767645471112171,2.0264130205775968,0.6241011395192239,-4.169718670490939,-2.5324110206829165,-0.09399460826843242,3.577227153225057,1,0,2
US,21,1,3.7,2.6,1.4,4.0,3.6,-0.4675333622983889,-0.6477384970697334,-0.8110603801686156,2.0827358951288395,0.9478062664253573,0.2704775283032727,-1.7845954505581172,0,1,1
US,27,2,3.6,3.4,1.1,2.7,3.3,-0.7413906661563252,-0.110499867321949,0.8278481823288156,0.057113306793269425,0.8297115554611105,-0.22840036939552327,-2.994909581938749,0,2,0
US,20,1,3.5,3.6,2.3,4.4,3.2,-0.5286840583998659,0.7239101174234872,-0.16262533166380616,-0.5153144566673364,-0.31598472961939894,-0.5422746883220694,-0.14883291202554755,1,2,0
IN,23,1,3.9,2.6,3.6,3.0,2.9,0.599182751139505,-0.9934670537652839,-0.11960326677751454,0.2341166365808437,-0.38222015707931284,0.7748904469748636,0.2844258364933395,1,1,1
CA,16,1,4.0,2.8,3.4,3.4,2.7,0.7108520844593095,-0.6085041927240641,-0.21118253336170517,-0.602399592386618,-1.1178342221103552,0.9654290467199097,0.5723568451088277,1,1,1
NL,37,1,4.1,4.5,4.1,3.5,2.6,1.1144597647477503,1.522775889030992,1.2922021748633103,-3.487372090500351,-1.4337819711215445,0.6934586995343293,1.4948927197793878,1,0,2
US,21,2,3.8,3.9,2.9,4.3,3.4,0.19557507085106318,1.059344419298432,0.18402574783367925,-0.44964647258424917,0.2640514848986461,0.12184290029919254,0.25503375164897835,1,0,2
US,46,2,4.4,4.1,3.6,4.3,2.6,1.481905358814791,1.3060158576614318,0.36902932660592896,-2.87069349459285,-1.8486562391562051,1.5734137967232185,1.6457232647100493,1,0,2
PH,25,2,3.0,3.1,2.7,3.4,3.6,-1.2816562896446455,-0.23849703517956358,0.06632283479667013,1.3118876502444645,1.2589619674513528,-1.6491373360241732,-0.8975592076043,0,2,0
AU,24,2,3.1,3.4,2.5,3.4,3.1,-1.169986956324841,0.1315101223649363,0.343828202955045,-0.4710636242204428,-0.06148036008292965,-1.489432666074502,-0.7176771367281912,0,2,0
IN,26,1,3.3,3.9,3.6,3.7,3.0,-0.46008437807083735,0.8519072852811017,0.5989000158683396,-1.5060003346116748,-0.4811466761027842,-1.1391893963797863,0.8102242710584961,1,0,2
AE,22,2,3.9,3.5,3.4,4.1,3.5,0.5343075629242522,0.4968558312333218,-0.04768998703260041,0.4311205888301076,0.6318585174141681,0.4973850788164885,0.5435695021095854,1,0,1
AU,19,2,3.3,2.8,2.9,3.2,2.8,-0.687147536824222,-0.6776499040631742,-0.07289111068348508,-0.3383111268797626,-0.7500271895948348,-0.8000161686306612,-0.22036054135144362,0,2,0
US,42,2,3.2,2.7,1.2,3.0,3.4,-1.4151311581889268,-0.8701313345837838,-0.02710147739138946,1.400389315138251,0.9382221704549696,-1.0213886981710811,-2.7067143903770554,0,2,0
US,24,2,4.0,3.4,3.0,3.4,4.2,0.581101708028804,0.1315101223649363,0.343828202955045,2.4339094963549788,2.8434927604924916,0.7804254679476595,-1.048542504440378,0,1,1
AU,17,1,3.7,4.1,3.2,3.5,3.6,0.11634333163888597,1.0294330123049913,0.9221950173188097,-0.2298088395242852,1.2071026839470202,-0.1920314186273523,-0.2705004999699726,1,0,0
MY,18,2,3.8,3.2,3.3,3.6,3.2,0.32532544728156865,-0.04601560465895327,0.020533201504574904,0.10136413924016355,0.09888953841526181,0.3376804088668175,0.2409631115042304,1,1,1
IN,21,1,4.0,2.4,3.3,3.8,3.0,0.6784144903516831,-0.9635556467718438,-0.8577725362626456,0.8065444000414508,-0.5330059596071166,1.0887647659014097,0.5722804691561194,1,1,1
US,21,2,3.4,3.4,1.9,4.0,3.2,-0.8349789563654286,0.33894725638226664,-0.0710460650796157,-0.20697515871358613,-0.10854759560206846,-0.7328132880671153,-0.92706272348945,0,2,0
IN,42,1,3.5,3.0,4.3,3.6,3.3,0.12006782375266162,-0.29268704302195353,-0.16447037726767533,0.6737919027007695,0.3629780039221173,-0.3572711095498193,1.2429897087730528,0,1,1
US,36,2,3.9,3.4,4.8,4.1,2.6,0.9884338804310213,0.37352011205182156,-0.14019177641872554,-1.7915059517547252,-1.7449376721475398,0.5282190086118635,2.7703627506673287,1,0,2
PH,14,2,3.8,1.8,2.0,3.2,3.6,-0.09636327611757411,-1.9110070958781742,-0.997909004544735,3.31609308694384,1.362680534460018,0.7693554260020676,-1.8273006817966906,0,1,1
GB,20,2,4.2,2.6,4.3,4.4,3.4,1.3558794744980611,-0.509447074391513,-1.0876432255250563,1.554558964115126,0.21219220139431327,1.5315098249822516,1.8552202825120971,1,1,1
PK,24,2,2.9,2.5,3.7,3.4,3.1,-1.133824870103439,-0.978511350268564,-0.4886879015200801,0.9164632165714324,-0.06148036008292965,-1.716340216587719,0.579826627576864,0,2,0
CA,23,1,4.2,2.3,3.4,3.6,3.3,1.0639411275294237,-1.156037077292454,-0.8119829029705506,1.752979445538895,0.3629780039221173,1.6240116143683767,0.2698618855442617,0,1,1
